Time,Command_0,Command 1,Pitch,Pitch_Rate
2061,97.125,67.875,-1.4375,-0.0111111
2071,97.125,67.875,-1.4375,-0.00666667
2081,97.125,67.875,-1.4375,-0.00666667
2091,97.125,67.875,-1.4375,-0.00444444
2101,97.125,67.875,-1.4375,-0.01
2111,97.125,67.875,-1.4375,-0.00666667
2121,97.125,67.875,-1.4375,-0.00777778
2131,97.125,67.875,-1.4375,-0.00888889
2142,97.125,67.875,-1.4375,-0.01
2152,97.125,67.875,-1.4375,-0.01
2161,97.125,67.875,-1.4375,-0.0122222
2171,97.125,67.875,-1.4375,-0.0122222
2181,97.125,67.875,-1.4375,-0.00888889
2191,97.125,67.875,-1.4375,-0.00444444
2202,97.125,67.875,-1.4375,-0.00333333
2212,97.125,67.875,-1.4375,0.00111111
2222,97.125,67.875,-1.4375,0
2237,97.125,67.875,-1.4375,-0.00555556
2247,97.125,67.875,-1.4375,-0.00666667
2255,97.125,67.875,-1.4375,-0.00222222
2263,97,68,-1.5,0.00333333
2272,97,68,-1.5,0.00444444
2282,97,68,-1.5,0.00444444
2292,97,68,-1.5,0.00666667
2302,97,68,-1.5,0.00666667
2311,97,68,-1.5,0.00222222
2319,97,68,-1.5,0.01
2331,97.125,67.875,-1.4375,0.0177778
2341,97,68,-1.5,0.0255556
2352,97,68,-1.5,0.0311111
2361,97.125,67.875,-1.4375,0.0488889
2370,97.125,67.875,-1.4375,0.0844444
2381,97.25,67.75,-1.375,0.116667
2392,97.375,67.625,-1.3125,0.132222
2402,97.625,67.375,-1.1875,0.146667
2411,97.75,67.25,-1.125,0.142222
2419,97.875,67.125,-1.0625,0.142222
2430,98.125,66.875,-0.9375,0.152222
2441,98.25,66.75,-0.875,0.17
2452,98.375,66.625,-0.8125,0.184444
2461,98.625,66.375,-0.6875,0.195556
2469,98.75,66.25,-0.625,0.198889
2478,98.875,66.125,-0.5625,0.193333
2486,99,66,-0.5,0.184444
2495,99.125,65.875,-0.4375,0.182222
2504,99.125,65.875,-0.4375,0.188889
2513,99.25,65.75,-0.375,0.188889
2522,99.5,65.5,-0.25,0.183333
2533,99.75,65.25,-0.125,0.175556
2543,99.875,65.125,-0.0625,0.158889
2553,100,65,0,0.113333
2562,100,65,0,0.0755556
2570,100,65,0,-0.0188889
2581,100,65,0,-0.0188889
2592,100,65,0,-0.0155556
2603,100,65,0,-0.0477778
2612,99.875,65.125,-0.0625,-0.0611111
2620,99.75,65.25,-0.125,-0.0911111
2631,99.625,65.375,-0.1875,-0.125556
2642,99.5,65.5,-0.25,-0.09
2653,99.375,65.625,-0.3125,-0.0988889
2662,99.375,65.625,-0.3125,-0.0844444
2670,99.25,65.75,-0.375,-0.0566667
2681,99.25,65.75,-0.375,-0.00111111
2692,99.375,65.625,-0.3125,0.0455556
2703,99.375,65.625,-0.3125,0.0966667
2712,99.5,65.5,-0.25,0.127778
2721,99.75,65.25,-0.125,0.143333
2731,99.875,65.125,-0.0625,0.174444
2741,99.75,65.25,-0.125,0.202222
2751,99.5,65.5,-0.25,0.19
2759,99.375,65.625,-0.3125,0.177778
2768,99.25,65.75,-0.375,0.17
2776,99.25,65.75,-0.375,0.17
2786,99,66,-0.5,0.126667
2796,99.125,65.875,-0.4375,0.0733333
2805,99.25,65.75,-0.375,0.0222222
2814,99.25,65.75,-0.375,0.0222222
2822,99.25,65.75,-0.375,-0.0177778
2833,99.125,65.875,-0.4375,-0.0522222
2844,99.125,65.875,-0.4375,-0.0811111
2855,99,66,-0.5,-0.104444
2863,98.875,66.125,-0.5625,-0.0966667
2872,98.75,66.25,-0.625,-0.0822222
2884,98.625,66.375,-0.6875,-0.104444
2895,98.5,66.5,-0.75,-0.0866667
2905,98.5,66.5,-0.75,-0.0677778
2914,98.375,66.625,-0.8125,-0.0588889
2923,98.375,66.625,-0.8125,-0.0622222
2934,98.25,66.75,-0.875,-0.0755556
2945,98.125,66.875,-0.9375,-0.115556
2958,98,67,-1,-0.142222
2966,97.875,67.125,-1.0625,-0.117778
2975,97.75,67.25,-1.125,-0.117778
2985,97.625,67.375,-1.1875,-0.1
2995,97.5,67.5,-1.25,-0.0888889
3006,97.5,67.5,-1.25,-0.0922222
3014,97.375,67.625,-1.3125,-0.103333
3023,97.25,67.75,-1.375,-0.117778
3033,97.125,67.875,-1.4375,-0.124444
3044,97,68,-1.5,-0.158889
3056,96.75,68.25,-1.625,-0.178889
3064,96.625,68.375,-1.6875,-0.167778
3072,96.5,68.5,-1.75,-0.176667
3083,96.25,68.75,-1.875,-0.205556
3094,96,69,-2,-0.192222
3105,95.875,69.125,-2.0625,-0.196667
3114,95.75,69.25,-2.125,-0.246667
3122,95.75,69.25,-2.125,-0.276667
3133,95.625,69.375,-2.1875,-0.275556
3144,95.5,69.5,-2.25,-0.302222
3158,95.125,69.875,-2.4375,-0.333333
3167,94.75,70.25,-2.625,-0.325556
3175,94.5,70.5,-2.75,-0.3
3186,94.125,70.875,-2.9375,-0.28
3196,93.875,71.125,-3.0625,-0.267778
3207,93.5,71.5,-3.25,-0.285556
3215,93.25,71.75,-3.375,-0.265556
3224,93,72,-3.5,-0.262222
3235,92.75,72.25,-3.625,-0.245556
3245,92.5,72.5,-3.75,-0.243333
3256,92.25,72.75,-3.875,-0.25
3265,91.875,73.125,-4.0625,-0.254444
3274,91.625,73.375,-4.1875,-0.248889
3285,91.375,73.625,-4.3125,-0.242222
3296,91.125,73.875,-4.4375,-0.234444
3306,90.875,74.125,-4.5625,-0.213333
3315,90.875,74.125,-4.5625,-0.18
3323,90.625,74.375,-4.6875,-0.184444
3335,90.5,74.5,-4.75,-0.155556
3346,90.25,74.75,-4.875,-0.158889
3356,90.125,74.875,-4.9375,-0.143333
3365,90,75,-5,-0.124444
3373,89.875,75.125,-5.0625,-0.13
3382,89.875,75.125,-5.0625,-0.134444
3391,89.75,75.25,-5.125,-0.12
3399,89.75,75.25,-5.125,-0.114444
3409,89.75,75.25,-5.125,-0.115556
3418,89.625,75.375,-5.1875,-0.115556
3426,89.625,75.375,-5.1875,-0.0955556
3437,89.625,75.375,-5.1875,-0.0944444
3448,89.625,75.375,-5.1875,-0.0911111
3458,89.625,75.375,-5.1875,-0.0622222
3466,89.5,75.5,-5.25,-0.0577778
3475,89.375,75.625,-5.3125,-0.0911111
3486,89.375,75.625,-5.3125,-0.103333
3496,89.25,75.75,-5.375,-0.104444
3507,89,76,-5.5,-0.153333
3516,88.875,76.125,-5.5625,-0.203333
3524,88.625,76.375,-5.6875,-0.24
3535,88.25,76.75,-5.875,-0.284444
3546,87.875,77.125,-6.0625,-0.345556
3557,87.375,77.625,-6.3125,-0.432222
3566,86.875,78.125,-6.5625,-0.517778
3574,86.125,78.875,-6.9375,-0.611111
3584,85.5,79.5,-7.25,-0.644444
3595,84.75,80.25,-7.625,-0.682222
3606,84,81,-8,-0.706667
3614,83.125,81.875,-8.4375,-0.752222
3623,82.25,82.75,-8.875,-0.776667
3633,81.5,83.5,-9.25,-0.744444
3642,80.625,84.375,-9.6875,-0.725556
3650,79.875,85.125,-10.0625,-0.728889
3660,79.875,85.125,-10.0625,-0.694444
3669,79.125,85.875,-10.4375,-0.694444
3678,78.375,86.625,-10.8125,-0.652222
3688,77.625,87.375,-11.1875,-0.62
3699,77,88,-11.5,-0.573333
3709,76.5,88.5,-11.75,-0.515556
3718,76,89,-12,-0.461111
3726,75.5,89.5,-12.25,-0.402222
3737,75.125,89.875,-12.4375,-0.367778
3748,74.75,90.25,-12.625,-0.33
3759,74.375,90.625,-12.8125,-0.334444
3768,74,91,-13,-0.338889
3776,73.625,91.375,-13.1875,-0.356667
3787,73.25,91.75,-13.375,-0.378889
3798,72.875,92.125,-13.5625,-0.383333
3809,72.375,92.625,-13.8125,-0.376667
3817,72,93,-14,-0.402222
3826,71.5,93.5,-14.25,-0.434444
3836,71,94,-14.5,-0.445556
3848,70.5,94.5,-14.75,-0.432222
3859,70,95,-15,-0.454444
3867,69.5,95.5,-15.25,-0.474444
3876,69.5,95.5,-15.25,-0.474444
